business_id,name,address,city,county,postcode,state,latitude,longitude,categories
lSqVZSuTAD6qttZ0NfrGZw,Gap,700 SW 5th Ave,Portland,Multnomah County,97204,OR,45.5181818501,-122.6768087582,"Sports Wear, Fashion, Women's Clothing, Shopping, Children's Clothing, Sporting Goods, Men's Clothing"
Ks9ybb0MWv6cxnfKQaTikw,Rogue Running by JackRabbit,410 Pressler St,Austin,Travis County,78703,TX,30.272531,-97.761392,"Sporting Goods, Shopping, Fitness & Instruction, Sports Wear, Shoe Stores, Active Life, Trainers, Fashion"
_sKNi-NkpyYQdahpUddxUQ,B1 Bicycles,124 E Long St,Columbus,Franklin County,43215,OH,39.9655423,-82.9977453,"Bike Repair/Maintenance, Sporting Goods, Bikes, Local Services, Shopping"
qt3JApAm7ABG3CYtxPZnxg,DICK'S Sporting Goods,724 Herndon Ave,Orlando,Orange County,32803,FL,28.555044,-81.3379788,"Sports Wear, Fashion, Sporting Goods, Shopping, Shoe Stores, Outdoor Gear, Hunting & Fishing Supplies, Fitness/Exercise Equipment"
zKz7jZv6yxhFtug0WwJThA,Sports Authority,3373 Daniels Rd,Winter Garden,Orange County,34787,FL,28.5224693275,-81.5820855993,"Sports Wear, Shopping, Fashion, Outdoor Gear, Sporting Goods"
_TnwseSBCyTn4lzEsaqFFw,Larry's Pro Shop,"3550 SE 92nd Ave, Ste 1",Portland,Multnomah County,97266,OR,45.4960463982,-122.5675204976,"Sporting Goods, Active Life, Bowling, Shopping"
j6UylZLwXRLY53aL248CGw,YETI Flagship Store,220 S Congress Ave,Austin,Travis County,78704,TX,30.2594163,-97.7462962,"Shopping, Sporting Goods, Bars, Nightlife, Hunting & Fishing Supplies, Outdoor Gear"
b0eQs0yluj_fPaoyYnKiSQ,Bike Farm,1810 NE First Ave,Portland,Multnomah County,97212,OR,45.5360643,-122.6643701,"Education, Bikes, Specialty Schools, Shopping, Community Service/Non-Profit, Vocational & Technical School, Sporting Goods, Local Services"
ZtDsMw9oOzwbo1akJHTdOw,Zumiez,"250 Granite St, Ste 2065",Braintree,Norfolk County,02184,MA,42.221014,-71.024823,"Fashion, Women's Clothing, Shopping, Outdoor Gear, Men's Clothing, Sporting Goods"
HxVRoppQgckGsV7FO7G0xg,Lucky Dog Running,517 South Lamar,Austin,Travis County,78704,TX,30.2596502,-97.758223,"Sporting Goods, Sports Wear, Shopping, Fitness/Exercise Equipment, Fashion"
PYOo89WMkCK7n7UjAAdk2w,All Good PDX,"1022 W Burnside St, Unit P",Portland,Multnomah County,97208,OR,45.5226913,-122.6816994,"Customized Merchandise, Shopping, Outdoor Gear, Accessories, Sports Wear, Women's Clothing, Sporting Goods, Men's Clothing, Fashion"
WA8KNw3gH71ecWaD4JjLFQ,Capezio,185 Cambridge Street,Burlington,Middlesex County,01803-2985,MA,42.5105456,-71.2009435,"Costumes, Flowers & Gifts, Shopping, Fashion, Arts & Crafts, Women's Clothing, Dance Wear, Sports Wear, Sporting Goods"
KI-9Am4qjzscm5SnFhKNVw,Foot Solutions,8300 Research Blvd,Austin,Travis County,78757,TX,30.3560459,-97.7159151,"Sporting Goods, Sports Wear, Orthotics, Shopping, Fashion, Health & Medical, Shoe Stores"
tCm3i6cFIuA403gAI_kwMQ,roll - Bexley,2468 E Main St,Bexley,Franklin County,43209,OH,39.9573936462,-82.9328613281,"Local Services, Bike Repair/Maintenance, Bikes, Sporting Goods, Shopping"
9LsSBE4ewgdYyJvXOvxfZQ,lucy Activewear,7369 SW Bridgeport Rd,Tigard,Washington County,97062,OR,45.395003,-122.751598,"Shopping, Women's Clothing, Sporting Goods, Sports Wear, Fashion, Accessories"
e2CWrW4oMuCGwJ6wh4Gb5Q,Peloton,3393 Peachtree Rd,Atlanta,Fulton County,30326,GA,33.846357,-84.3635778,"Fitness/Exercise Equipment, Cycling Classes, Fashion, Sporting Goods, Active Life, Sports Wear, Shopping"
NsYAEdSCD9M65TzsUK9dVg,Northwest Armory,12632 SE McLoughlin Blvd,Portland,Clackamas County,97222,OR,45.4339288,-122.635285,"Sporting Goods, Shopping, Guns & Ammo"
mAufaAV8ypacX3SHDbFpgg,GP Motorcycle,"420 Broadway, Ste 1",Malden,Middlesex County,02149-3199,MA,42.4371948,-71.0370551,"Bikes, Motorcycle Repair, Shopping, Motorcycle Gear, Sporting Goods, Motorcycle Dealers, Automotive"
lD3tsLsxidfjzUeozahXAA,Community Cycling Center,1700 NE Alberta St,Portland,Multnomah County,97211,OR,45.5589016,-122.6475758,"Active Life, Bikes, Cycling Classes, Sporting Goods, Education, Bike Repair/Maintenance, Community Service/Non-Profit, Shopping, Local Services"
Wz8W6PvpjVCphZ-vy8h-qQ,Cyclepath PDX,2436 NE Mlk Jr Blvd,Portland,Multnomah County,97212,OR,45.54028,-122.660689,"Sporting Goods, Bikes, Bike Rentals, Local Services, Bike Repair/Maintenance, Shopping, Active Life"
84vECQnJg2Us0HJSTmbZLw,lululemon athletica,"8200 Vineland Ave, Ste 1035",Orlando,Orange County,32821,FL,28.388082,-81.491093,"Sports Wear, Sporting Goods, Fashion, Shopping, Fitness & Instruction, Active Life, Women's Clothing, Yoga, Men's Clothing"
B5XrixG1cOY4x_i78MgvJg,Cycle Gear,8930 SE Stark St,Portland,Multnomah County,97216,OR,45.51889,-122.571787,"Sporting Goods, Automotive, Motorcycle Repair, Shopping, Tires, Motorcycle Gear, Auto Parts & Supplies, Motorcycle Dealers"
6PGwg4yEhK2GyS_wqsLD-w,Buck's Bikes Superstores,12530 Research Blvd,Austin,Travis County,78759,TX,30.429154,-97.760659,"Sporting Goods, Bikes, Bike Repair/Maintenance, Active Life, Local Services, Bike Rentals, Shopping"
W1ggvpIhiZQyVO9Xsx4J2w,lululemon athletica,712 Legacy Pl,Dedham,Norfolk County,02026-6100,MA,42.2320763395,-71.1769866943,"Active Life, Pilates, Shopping, Fashion, Women's Clothing, Fitness & Instruction, Sports Wear, Yoga, Sporting Goods"
l_XFkeVwsRfZw8QChcWQnA,Poler Outdoor Stuff,"1300 W Burnside St, Ste 300",Portland,Multnomah County,97209,OR,45.5227218,-122.6843508,"Sports Wear, Sporting Goods, Outdoor Gear, Shopping, Fashion"
ANfRHBdkTwxAxJXtNEvdBw,Colorado Swim Shop,"2525 Arapahoe Ave, Unit C-4",Boulder,Boulder County,80309,CO,40.015348206,-105.2624699278,"Shopping, Sporting Goods, Sports Wear, Fashion, Swimwear"
zjQ-AscaT-2pyxiukpxiFQ,J&B Firearm Sales,"9575 SW Beaverton Hillsdale Hwy, Ste 100",Beaverton,Washington County,97005,OR,45.4868844,-122.7754948,"Shopping, Guns & Ammo, Professional Services, Sporting Goods"
JbtvCcecwOVU77SqRNzxhA,Buy & Sell Fitness,"1155 Charles St, Ste 65",Longwood,Seminole County,32750,FL,28.6895533,-81.3485141,"Sporting Goods, Shopping, Fitness/Exercise Equipment"
Ss0eE3EYBBXX_U8_uJZxYA,Southside Bicycle Shop,2210 S 1st Street,Austin,Travis County,78745,TX,30.2440526,-97.7586493,"Sporting Goods, Bikes, Shopping"
2QZvSe7PKf37bRsJ-8BReg,Club Champion,3801 N Capitol Of Texas Hwy,Austin,Travis County,78746,TX,30.335811,-97.80418,"Golf Equipment, Sporting Goods, Shopping"
nrDTMDwIdCw68kga_B3kBA,ZuGo Bike,300 Pressler St,Austin,Travis County,78703,TX,30.271781,-97.761734,"Sporting Goods, Bike Rentals, Active Life, Shopping, Bikes"
xn3whXXXMg50i32TsvPaVA,JRA Cycles,229 Salem St,Medford,Middlesex County,02155,MA,42.4200031396,-71.100289,"Bicycles, Active Life, Bike Shop, Bike Rentals, Bike Repair/Maintenance, Cycling Classes, Mountain Biking, Local Services, Sporting Goods, Shopping, Bikes"
KllQlg1R80HQFCcAuUh01Q,Portland Dancewear,9225 SW Hall Blvd,Portland,Washington County,97223,OR,45.4529754764,-122.7746363693,"Sports Wear, Arts & Crafts, Costumes, Fashion, Shopping, Sporting Goods, Accessories"
dqfINg6zhSJ9FPRxBE-jcw,PacSun,12000 SE 82nd Ave,Happy Valley,Clackamas County,97086,OR,45.435613,-122.57473,"Shoe Stores, Sporting Goods, Shopping, Swimwear, Women's Clothing, Men's Clothing, Sports Wear, Fashion"
LgsSiW3PPrh6e8ijAK-p9g,Fat Tire Farm,2714 NW Thurman St,Portland,Multnomah County,97210,OR,45.5351689,-122.7071973,"Mountain Biking, Local Services, Active Life, Sporting Goods, Bikes, Bike Repair/Maintenance, Shopping, Bike Rentals"
3sT3FS4esHb5vsbyLRh9-A,Beachworks Outlet,5600 International Dr,Orlando,Orange County,32819,FL,28.4620177,-81.4566971,"Outlet Stores, Shopping, Sporting Goods, Sports Wear, Swimwear, Men's Clothing, Surf Shop, Fashion, Women's Clothing"
pTZvClZzv5ibs-dNhpK1jw,Four Seasons Firearms,76R Winn St,Woburn,Middlesex County,01801,MA,42.4821783,-71.1555747,"Guns & Ammo, Shopping, Sporting Goods"
cf3bwoY1LPY8JPLnFZ9utA,New Balance,"3255 Peachtree Rd NE, Ste A",Atlanta,Fulton County,30305,GA,33.843252,-84.370707,"Sports Wear, Sporting Goods, Shoe Stores, Fashion, Shopping"
it7ARZDa0kioXrl_AcTWjQ,Performance Bicycle,2900 W Anderson Ln,Austin,Travis County,78757,TX,30.359903,-97.736188,"Sporting Goods, Fashion, Active Life, Bike Repair/Maintenance, Bikes, Local Services, Sports Wear, Shopping, Bike Rentals, Mountain Biking"
bcD59ULlSn94r9jy4cZfzg,David's World Cycle,457 N Alafaya Trail M09,Orlando,Orange County,32828,FL,28.5534428,-81.2029913,"Bikes, Bike Repair/Maintenance, Bike Rentals, Local Services, Sporting Goods, Active Life, Shopping"
4rLun0ycJybwa0xJ7JjdUQ,Ti Cycles Fabrication,15707 NW Mcnamee Rd,Portland,Multnomah County,97231,OR,45.63638,-122.855364,"Active Life, Bike Repair/Maintenance, Metal Fabricators, Mountain Biking, Bikes, Shopping, Local Services, Sporting Goods"
fd4cU05ibcLH1srTurFHGw,Daddies Board Shop,7126 NE Sandy Blvd,Portland,Multnomah County,97213,OR,45.5478491,-122.5895154,"Active Life, Sporting Goods, Shopping"
pTrAGCatg5oRJgpGsvTN4w,Chubbies,"675 Ponce De Leon Ave NE, Ste N-216",Atlanta,Fulton County,30308,GA,33.773151,-84.366178,"Sporting Goods, Shopping, Swimwear, Fashion, Men's Clothing"
-RB2Z0fFWHrRMaVk_3lSZg,Advanced Cycles,1981 Howell Branch Rd,Maitland,Seminole County,32751,FL,28.6252084002,-81.3250064879,"Bike Repair/Maintenance, Local Services, Sporting Goods, Shopping, Bikes"
A76fy2gFuKmirq8Hx6qupg,Eddie Bauer,250 Granite St,Braintree,Norfolk County,02184,MA,42.2212476,-71.0250954,"Sporting Goods, Fashion, Shopping, Men's Clothing, Sports Wear, Women's Clothing"
9e-o_XBYTfqKYWbd2GBUuA,Revolver Bikes,6509-15 N Interstate Ave,Portland,Multnomah County,97217,OR,45.5701639,-122.6824141,"Local Services, Fashion, Bikes, Sports Wear, Shopping, Sporting Goods, Bike Repair/Maintenance"
9GLnV9QTpq8PgRtZvUmyYg,Portland Kayak Company,6600 SW Macadam Ave,Portland,Multnomah County,97239,OR,45.4763082,-122.6713578,"Active Life, Paddleboarding, Shopping, Rafting/Kayaking, Sporting Goods"
zUNpn2N9-tGtBWU5OqEHpA,American Eagle Outfitters,200 State St,Boston,Suffolk County,02109,MA,42.359955,-71.0531661,"Sports Wear, Accessories, Men's Clothing, Sporting Goods, Department Stores, Fashion, Women's Clothing, Shopping"
Y13_9aFfxcw75ru42BjjkA,The Dive Station,3465 Edgewater Dr,Orlando,Orange County,32804,FL,28.584442,-81.3919849,"Diving, Sporting Goods, Scuba Diving, Shopping, Dive Shops, Active Life"
xF7huE4ar5fpMmxQWD-22A,City Sports,1815 Massachusetts Avenue,Cambridge,Middlesex County,02140-2215,MA,42.3870178823,-71.1188827404,"Sporting Goods, Outdoor Gear, Fitness/Exercise Equipment, Shopping"
TQ6orf-JpMzTwItXFnpLQQ,Cabelaâ€™s,7555 SW Nyberg St,Tualatin,Washington County,97062,OR,45.384607,-122.754648,"Fashion, Outdoor Gear, Guns & Ammo, Hobby Shops, Sports Wear, Shopping, Hunting & Fishing Supplies, Sporting Goods"
cjapIfw9gnM-Q0D5ImMRVQ,Northland Cycle and Fitness,4584 N High St,Columbus,Franklin County,43214,OH,40.0555327,-83.0194108,"Bikes, Sporting Goods, Shopping, Local Services, Bike Repair/Maintenance"
GlBUGSgN6kJzqHM_taFGdQ,Twist 'n' Scoot,1801 Piedmont Ave NE,Atlanta,Fulton County,30324,GA,33.804268,-84.3669582,"Motorcycle Dealers, Special Bikes, Automotive, Bicycles, Motorcycle Repair"
97uqwhw8dtlYOi0avb2W-Q,Lululemon Athletica,"4400 Ashford Dunwoody Rd, Ste 2405",Dunwoody,DeKalb County,30346,GA,33.923731925,-84.3413597051,"Shopping, Sporting Goods, Women's Clothing, Men's Clothing, Fashion, Sports Wear"
4kOdCmq18Q-UIGUHJ1zltg,Snow Peak Store Portland,404 NW 23rd Ave,Portland,Multnomah County,97210,OR,45.5257232057,-122.698213551,"Sporting Goods, Shopping, Outdoor Gear"
gqCEA-2_p7DV9PjZ7aJcNQ,Adi's Bike World,1754 Centre St,Boston,Suffolk County,02132,MA,42.2872117,-71.1508117,"Bikes, Bike Rentals, Active Life, Sporting Goods, Shopping"
M6YYqVPEp-M8ZzhExW-EmA,Play It Again Sports - South Austin,"4211 S Lamar Blvd, Ste A-1",Austin,Travis County,78745,TX,30.233773,-97.792086,"Sporting Goods, Shopping"
hUHjNS6DVVSXUyhuvY8s5w,M. Miller,519 Albany St,Boston,Suffolk County,02118,MA,42.338824,-71.066432,"Shopping, Sporting Goods, Fashion, Fur Clothing, Sports Wear"
Ehp056PfLqUmrsS0eV69Bw,Leslie's,5400 Brodie Ln,Sunset Valley,Travis County,78745,TX,30.2292883864,-97.8225583211,"Home & Garden, Hot Tub & Pool, Local Services, Pool & Hot Tub Service, Home Services, Shopping, Sporting Goods"
mD-A9KOWADXvfrZfwDs-jw,Sports Authority,380 S State Road 434,Altamonte Springs,Seminole County,32714,FL,28.657009253,-81.4207852852,"Outdoor Gear, Sports Wear, Fashion, Shopping, Sporting Goods"
NbewHyr1DFEoS_7OirWeyQ,AimHi Family Firearms Center,10299 Johnstown Rd,New Albany,Franklin County,43054,OH,40.095476,-82.784212,"Guns & Ammo, Active Life, Sporting Goods, Gun/Rifle Ranges, Firearm Training, Education, Shopping, Specialty Schools"
JanyqTzR_48y2HHnaunFCg,Norwood Bicycle Depot,"85 Broadway, Ste 1",Norwood,Norfolk County,02062,MA,42.191315,-71.199803,"Local Services, Active Life, Shopping, Bike Rentals, Bikes, Sporting Goods, Bike Repair/Maintenance"
0BVOAkARVkl3Oxr0OdpH9g,Country Ski & Sport,335 Providence Hwy,Westwood,Norfolk County,02090,MA,42.2164574,-71.1819377,"Ski & Snowboard Shops, Sporting Goods, Shopping, Active Life, Sports Clubs"
dmvlbJKnqiNbO1czNOX-hQ,ATA Cycle,1773 Massachusetts Ave,Cambridge,Middlesex County,02140,MA,42.3855226,-71.1190601,"Shopping, Bike Rentals, Sporting Goods, Active Life, Bikes"
sR9L9RgpQBL801poB45GgQ,Paramount Bicycle Repair,104 Bristol Rd,Somerville,Middlesex County,02144-1399,MA,42.4003782,-71.1127424,"Bike Repair, Sporting Goods, Bike Rentals, Bikes, Local Services, Shopping, Active Life, Bike Repair/Maintenance, Bicycles"
YHop0gmQy_cyvd1lpJRx9w,The Armories,13023 W Colonial Dr,Winter Garden,Orange County,34787,FL,28.5516341,-81.5762111,"Guns & Ammo, Outdoor Gear, Shopping, Active Life, Gun/Rifle Ranges, Sporting Goods"
bAaclIB2Wdsc4MHLNVek3g,Aspen Eyewear,"2525 Arapahoe Ave, E-23",Boulder,Boulder County,80309,CO,40.015152,-105.261128,"Sporting Goods, Outdoor Gear, Optometrists, Shopping, Medical Supplies, Health & Medical, Sunglasses, Eyewear & Opticians"
lOrZcc6YhcsJv48-iLlbzQ,Gap,400 Park Avenue,Winter Park,Orange County,32789,FL,28.5948589579,-81.3506772586,"Men's Clothing, Sports Wear, Shopping, Fashion, Women's Clothing, Children's Clothing, Sporting Goods"
-4SfHHiTVTLeOEt8TF0nTQ,Bikealot,5330 C Manchaca Rd,Austin,Travis County,78745,TX,30.2178355,-97.796546,"Bike Repair/Maintenance, Sporting Goods, Bikes, Shopping, Local Services"
0YvL6hiuT7Pbs3KSXPqPZA,ebike of COLORADO,544 Front St,Louisville,Boulder County,80027,CO,39.9757721,-105.1304031,"Bikes, Sporting Goods, Bike Rentals, Active Life, Bike Repair/Maintenance, Shopping, Local Services"
aQZBCA1GTzQfwY1u2yh1Yg,Cody Pools Austin,2300 W Parmer Ln,Austin,Travis County,78727,TX,30.4180322,-97.6994783,"Sporting Goods, Shopping, Pool & Hot Tub Service, Contractors, Home Services"
sTSe6eJYiSqRWTBJbwBvWw,lululemon athletica,1245 Worcester St,Natick,Middlesex County,01760,MA,42.302445,-71.382639,"Sporting Goods, Yoga, Active Life, Sports Wear, Women's Clothing, Fashion, Fitness & Instruction, Shopping"
_oWnJrHj-3NWCTs5Y5IU6w,Marblehead Cycle,25 Bessom St,Marblehead,Essex County,01945,MA,42.5009469,-70.8597245,"Sporting Goods, Local Services, Bikes, Shopping, Active Life, Bike Rentals, Bike Repair/Maintenance"
gwxAyU_K1Ot_HVvPZVqaVQ,Academy Sports + Outdoors,3557 Gardens Ridge Way,Orlando,Orange County,32839,FL,28.4962833215,-81.4228631929,"Guns & Ammo, Fitness/Exercise Equipment, Sports Wear, Shopping, Outdoor Gear, Sporting Goods, Swimwear, Shoe Stores, Fashion"
gWhCMZVm0ITZC7KxI3M2Pw,Texas Cycle Werks,"5446 W Hwy 290, Ste 103",Austin,Travis County,78749,TX,30.2373334,-97.840328,"Active Life, Motorcycle Repair, Bike Rentals, Mountain Biking, Bike Repair/Maintenance, Automotive, Sporting Goods, Shopping, Motorcycle Dealers, Local Services, Bikes"
-Ijgv6vbojWToDadfgTrDw,Cycle Gear,9070 Research Blvd,Austin,Travis County,78758-7008,TX,30.372847,-97.728096,"Shopping, Motorcycle Repair, Auto Parts & Supplies, Motorcycle Gear, Automotive, Sporting Goods, Motorcycle Dealers, Tires"
pNMibAa5q6WG2Ap5kJWP5A,Upcycles,5516 NE 16th Ave,Portland,Multnomah County,97211,OR,45.5630489,-122.6488893,"Shopping, Bike Repair/Maintenance, Sporting Goods, Local Services, Bikes"
SzTyyNIlw2N5oPh02eTdlw,Costco,71 2nd Ave,Waltham,Middlesex County,02451,MA,42.3943756707,-71.2654529552,"Tires, Arts & Crafts, Computers, Women's Clothing, Appliances, Bookstores, Beer, Wine & Spirits, Food, Bikes, Music & DVDs, Wholesale Stores, Home Decor, Florists, Home & Garden, Event Planning & Services, Toy Stores, Men's Clothing, Grocery, Automotive, Books, Mags, Music & Video, Shopping, Children's Clothing, Photography Stores & Services, Sporting Goods, Flowers & Gifts, Fashion, Electronics, Cards & Stationery, Jewelry, Mobile Phones"
kp4RqQTr-TXNyNDV9tTA5g,DICK'S Sporting Goods,9600 SE 82nd St,Clackamas,Clackamas County,97086,OR,45.454034,-122.57671,"Shopping, Golf Equipment, Fashion, Outdoor Gear, Sporting Goods, Sports Wear, Fitness/Exercise Equipment"
xXLQ0v-pRM_FjLGCRxDdxA,Sports Authority,3230 E Colonial Dr,Orlando,Orange County,32803-4806,FL,28.5517277,-81.3411439,"Outdoor Gear, Sports Wear, Shopping, Sporting Goods, Fashion"
RuNT-bhv4OX01sOZm3gDDQ,Endovers Mountain Bike & BMX Shop,"4301 W William Cannon, Bldg B 145",Austin,Travis County,78749,TX,30.2224415,-97.8401935,"Bikes, Bike Rentals, Shopping, Active Life, Sporting Goods"
LzuagpsWtIPVp865vh-0yA,Bicycles N More,1166 Franklin Gtwy SE,Marietta,Cobb County,30067,GA,33.9246077,-84.4926791,"Sporting Goods, Bike Repair/Maintenance, Bikes, Shopping, Local Services"
WT_d47o-V5xlMNx8trI0-A,Monkey Wrench Bicycles,"5555 N Lamar, Ste L131",Austin,Travis County,78751,TX,30.3224761537,-97.7254818941,"Bike Repair/Maintenance, Local Services, Sporting Goods, Bikes, Shopping"
ZNT26Xno5877vENwJ8Ta4g,Boulder Cycle Sport,"4580 Broadway, Unit B",Boulder,Boulder County,80304,CO,40.0575766,-105.2818511,"Active Life, Bike Rentals, Shopping, Local Services, Bike Repair/Maintenance, Sporting Goods, Mountain Biking, Bikes"
R0btScZ4De1f61dta4czgg,Capital City Scooters,2509 Summit St,Columbus,Franklin County,43202,OH,40.0148148,-83.0003812,"Motorcycle Dealers, Sporting Goods, Shopping, Automotive"
YsPH5muWZptzKbWYFJtq2A,Fisherman's Marine & Outdoor,1120 N Hayden Meadows Dr,Portland,Multnomah County,97217,OR,45.5953517,-122.6771021,"Active Life, Shopping, Sporting Goods, Hunting & Fishing Supplies, Boating, Outdoor Gear"
9dTwcpWxjlbVjDcax-l3Bw,Fabletics,"11624 Rock Rose Ave, Ste 110",Austin,Travis County,78759-3504,TX,30.402528,-97.722342,"Shopping, Plus Size Fashion, Women's Clothing, Sporting Goods, Sports Wear, Fashion"
JNnv0mMsWUpfygotTvBCXg,Lanes & Games,195 Concord Tpke,Cambridge,Middlesex County,02474-8735,MA,42.3998731193,-71.1493137706,"Sporting Goods, Bowling, Active Life, Nightlife, Bars, Sports Bars, Pool Halls, Lounges, Shopping, Go Karts"
4cmi-0xRgTv3qHE0iRQAxw,RackStarz Vehicle Rack & Hitch,3600 Arapahoe Ave,Boulder,Boulder County,80310,CO,40.0140875,-105.2478578,"Auto Parts & Supplies, Automotive, Sporting Goods, Shopping, Auto Customization, Outdoor Gear"
a6oBnbmJJReGdR-6qrn70w,Portland Smash,2201 Lloyd Ctr,Portland,Multnomah County,97212,OR,45.533997,-122.653267,"Shopping, Sports Wear, Fashion, Sporting Goods"
WhymSE2U9Zw1nGXMDeDn4w,Tease,1166 Euclid Ave NE,Atlanta,DeKalb County,30307,GA,33.765507,-84.349613,"Sports Wear, Sporting Goods, Men's Clothing, Fashion, Shopping, Women's Clothing"
kfv8y0dyHwWC_xXUGTBBTQ,Storied Firearms,9300 US Hwy 290 W,Austin,Travis County,78736,TX,30.232217,-97.929785,"Specialty Schools, Antiques, Gun/Rifle Ranges, Guns & Ammo, Firearm Training, Active Life, Sporting Goods, Education, Shopping"
xNaalEFx4Ckpp2RlHN1Crg,PGA TOUR Superstore - Orlando,7603 Turkey Lake Rd,Orlando,Orange County,32819,FL,28.45433539,-81.47629922,"Golf Lessons, Shopping, Fitness & Instruction, Golf Equipment, Active Life, Sporting Goods, Golf Equipment Shops"
0XmS8Z4rzoUWjGPJ7o5lQQ,Metropolis Cycle Repair,2249 N Williams Ave,Portland,Multnomah County,97227,OR,45.5394161,-122.6669761,"Automotive, Motorcycle Repair, Sporting Goods, Shopping, Bikes, Local Services"
fvAyan8aTCXqyeSEHBuqig,The Bike Exchange,4937 SE Division,Portland,Multnomah County,97215,OR,45.505528,-122.611521,"Bikes, Shopping, Sporting Goods"
FtAIdxYo2OZvJ4pMqi-rDA,Extra Innings Watertown,100 Parker St,Watertown,Middlesex County,02472,MA,42.3656757,-71.1763216,"Shopping, Amateur Sports Teams, Active Life, Sports Clubs, Recreation Centers, Sporting Goods, Batting Cages, Fitness & Instruction"
HwyA-cjt6kO3nAAnxaz9Hg,Cousins Army Navy And Survival Supply,2469 North High St,Columbus,Franklin County,43235,OH,40.0125584,-83.0109888,"Shopping, Military Surplus, Shoe Stores, Uniforms, Fashion, Thrift Stores, Sporting Goods, Outdoor Gear"
4LtmQDPakNxdKvbugznDFw,Victoria's Secret & PINK,75 Middlesex Turnpike,Burlington,Middlesex County,01803-5327,MA,42.4809951835,-71.2169408798,"Women's Clothing, Shopping, Lingerie, Fashion, Sporting Goods, Sports Wear"
jTBpNBANl5hBGIAvP2DHxA,Catalyst Surf and Skate,11551 University Blvd,Orlando,Orange County,32817,FL,28.5983289,-81.2199545,"Surf Shop, Active Life, Fashion, Sporting Goods, Shopping"
